9333:4268,2739,16431,4650,542,30259,8,4965,34582,203
9350:17,302,654,616,58,8,84,650,736,518
9357:83385,9760,80021,20184,7585,986,17,302,654,76
9359:302,654,616,58,84,8,518,29,564,542
9364:17,616,302,654,58,8,542,518,84,564
9368:5170,199,58912,888,60740,32432,50917,35080,3291,5821
9369:168,719,984,8860,1400,1326,574,5480,463,8733
9371:302,654,616,58,518,29,76,650,138,736
9381:1913,361,866,2848,2139,22856,22507,5363,31633,500
9389:45970,7560,97686,39645,322,650,6,32076,63225,2939
9394:654,58,616,84,29,8,76,1102,650,518
9400:17,302,58,29,8,84,76,542,518,15
9402:17,302,654,76,616,58,8,866,84,29
9420:302,654,616,58,84,8,29,518,76,354
9431:17,8,542,302,1023,508,787,70,654,354
9432:17,302,654,8,616,58,518,29,354,736
9433:118575,77882,16952,103886,327,2495,23891,73797,45295,157
9437:2139,238,358,262,409,96,361,866,500,901
9442:780,226,140,5767,986,1749,3137,731,2967,1884
9443:302,654,58,84,8,518,76,29,650,542
9451:302,58,616,84,29,8,76,1102,354,650
9473:4755,10041,2880,1527,1712,5624,4568,1206,6266,7831
9474:17,302,654,76,616,58,8,866,84,29
9486:8213,94987,1589,15360,45,162,2073,40921,30116,14047
9487:17,302,654,616,58,84,8,29,518,76
9489:17,654,58,616,29,84,8,650,76,518
9494:2548,840,157,3196,5111,7160,14793,27070,13049,15772
9498:17,302,654,76,616,58,8,866,84,29
9499:654,17,616,58,302,542,61,15,289,101
9500:17,76,616,302,654,58,8,542,736,518
9507:17,616,302,654,8,518,58,542,84,15
9514:19244,36401,63098,9961,45791,1989,23317,85292,17,302
9525:17,302,654,616,8,84,58,518,76,650
9528:353,17,245,616,654,518,302,354,1951,8
9531:27438,35368,262,79458,8384,5663,8981,89252,118260,107100
9535:76,17,616,302,654,58,8,736,542,650
9538:17,302,58,654,8,650,518,84,542,564
9541:4328,2714,72145,52271,1126,61,165,10511,970,77846
9553:111574,3901,901,6207,3288,925,27420,1970,1732,9075
9568:7622,2543,12861,311,1011,1547,203,17486,8427,8759
9570:17,302,616,84,654,8,58,508,76,518
9571:76,17,508,327,302,1382,5731,245,2140,65
9573:4,11358,23622,5962,7450,21442,538,20855,66271,18975
9576:17,302,654,76,616,58,8,866,84,29
9580:17,616,302,654,518,84,58,542,564,650
9590:17,302,58,518,542,29,650,354,289,61
9593:302,654,616,58,84,8,76,29,1102,518
9606:168,719,1326,2153,481,14754,297,4453,2068,1205
9612:302,616,58,8,29,1102,518,650,76,354
9613:17,616,302,654,76,650,542,518,15,8
9614:754,45,25501,495,13363,6129,11666,2527,6647,29
9630:719,984,5480,8860,1400,661,463,801,2153,1460
9665:17,58,84,29,8,650,518,542,736,354
9666:11644,398,2447,9388,17,5598,302,14964,13388,616
9668:17,302,654,616,58,76,8,29,84,542
9680:17,302,654,616,58,650,564,29,8,84
9685:17,654,58,616,302,542,518,8,61,364
9693:17,654,302,616,58,84,564,8,518,76
9694:361,866,2139,358,500,901,262,238,826,2848
9696:35232,68421,75758,96510,47559,98705,696,1205,66895,4308
9711:36868,6432,36887,80668,18422,86488,6720,88297,30169,39875
9722:17,302,654,616,58,8,518,84,542,15
9727:1205,4453,1460,168,5738,696,719,1682,1684,1326
9742:866,238,190,409,901,358,361,500,999,3534
9745:17,654,58,84,518,542,564,15,354,101
9752:2139,10060,2302,59120,2717,89943,27381,35671,1784,8621
9753:17,302,1119,84,654,70,8,245,616,354
9755:17,654,58,616,29,84,650,8,76,1102
9757:21879,48361,17,3966,84,302,35534,20801,94,24029
9786:302,654,616,84,58,8,29,76,354,650
9808:17,616,542,654,302,15,58,8,518,32
9810:5253,1122,1406,23398,33683,33720,9448,15937,65938,36443
9812:302,58,616,84,29,8,1102,354,76,650
9813:17,616,302,8,654,245,542,518,76,564
9818:17,302,654,76,616,58,8,866,84,29
9820:4268,245,17,15,518,61,94,1405,2233,542
9824:4513,1744,710,3618,6315,1340,1256,13,16036,5122
9827:17,616,302,654,58,8,518,542,84,76
9831:168,719,984,8860,5480,1326,463,1400,5738,574
9834:17,616,302,654,58,8,542,76,518,650
9837:17,654,616,29,84,8,650,76,1102,6
9839:262,901,2139,358,500,238,999,361,409,866
9840:226,288,780,1749,140,81,5767,1884,653,3309
9864:17,654,58,29,616,84,650,8,1102,76
9879:17,654,616,564,15,302,94,1549,542,289
9890:17,302,654,58,84,8,29,650,518,542
9891:654,58,616,8,29,76,518,354,138,736
9892:7132,1205,14754,481,719,2337,13312,1501,4475,696
9896:17,616,8,654,302,518,58,245,542,15
9899:117,774,4372,176,1966,2579,3568,7158,4339,14179
9900:17,654,302,616,8,29,650,84,542,564
9911:616,84,17,654,5567,1405,902,1196,1305,245
9926:302,654,58,84,8,29,518,76,650,354
9927:518,650,564,1102,138,61,6,736,32,508
9929:302,654,616,58,84,8,76,29,518,354
9944:48271,2547,29819,4277,107205,113412,34242,110684,100579,36570
9945:7146,3112,15408,18287,26026,66643,53219,6941,14885,3847
9946:8454,14508,27291,866,500,361,262,20288,8117,10404
9961:2178,18536,22632,86476,31095,20621,22046,63691,119109,43881
9984:29024,53847,12550,347,36592,97382,14584,42912,69454,97349
10030:302,654,616,8,84,29,518,542,15,650
10040:168,984,1326,463,5480,1460,2318,801,5738,1400
10050:1276,4697,3476,725,2939,230,219,7910,13016,931
10051:409,35144,40465,2947,84856,813,75784,49076,826,954
10073:17,654,302,58,616,29,650,15,542,861
10078:17,302,654,76,616,58,8,866,84,29
10082:311,306,1397,8772,2510,4889,13420,603,911,13341
10084:76833,91352,52056,301,3068,29721,58,302,104526,226
10086:719,168,984,661,8860,1400,463,8733,10648,10752
10088:22059,81719,28632,40142,25368,16151,16501,4158,74730,24118
10090:2139,866,361,4880,500,5670,2265,20288,385,358
10110:302,654,616,58,84,8,29,76,518,1102
10111:17,302,616,654,58,8,542,518,245,15
10115:1245,97,245,182,8,224,20913,1127,2988,109
10117:17,616,654,302,58,542,8,518,15,1086
10130:22,3661,1957,815,106,3842,4481,814,370,7624
10132:17,616,302,542,65,327,58,508,654,15
10133:138,3610,9289,4146,1884,4224,704,76,698,542
10136:17,302,654,616,564,58,650,8,84,736
10140:17,302,654,58,616,29,84,8,650,542
10148:719,984,1326,5480,8860,1400,5738,1528,463,2153
10155:17,302,654,616,58,84,8,518,289,354
10156:1460,1326,297,5738,168,6097,719,5480,1682,2582
10194:302,654,8,616,58,29,354,76,650,736
10196:302,58,616,84,29,8,76,518,354,650
10200:2403,970,245,17,4487,353,899,518,94,496
10210:17,302,508,76,616,70,8,654,1023,1382
10233:100785,35232,297,14754,61029,90090,70894,33505,16629,77272
10235:3282,3060,6320,10882,83921,100832,64639,60256,42203,71422
10236:33195,21524,2292,115685,65107,605,98423,102580,13568,115745
10237:17,302,654,8,58,616,518,29,101,354
10249:138,273,656,1305,1140,59555,2097,692,2526,2326
10254:654,17,302,58,616,29,542,84,6,8
10267:616,29,8,354,518,76,650,736,542,289
10275:1126,1535,17,1382,1405,103,2531,15,1534,542
10276:302,654,616,58,84,518,650,29,564,542
10279:616,17,302,654,58,861,8,542,6,1196
10302:58,616,84,8,1102,354,650,76,518,138
10303:76972,924,90091,44674,114725,81394,92545,72700,65260,46398
10304:13732,10114,9075,14476,65719,2158,6447,13726,8447,2064
10306:17,654,616,8,29,650,84,518,15,861
10313:17,654,616,302,58,8,15,84,542,29
10317:302,654,84,58,616,8,29,1102,354,76
10335:30916,4194,32315,57904,669,41662,59552,18152,22472,83186
10339:654,616,58,518,29,76,354,650,542,15
10342:17,654,616,302,8,518,29,84,101,15
10346:10880,51326,238,7742,8231,57981,10003,8384,104057,37983
10359:302,654,58,616,84,8,1102,354,650,76
10364:826,358,238,500,2342,262,425,190,901,21486
10366:654,58,84,29,76,650,15,564,1102,6
10371:6545,3105,6901,16995,31315,1546,9043,1787,19829,3112
10377:17,302,654,58,616,84,101,8,518,76
10378:18935,8860,463,168,2153,97626,17,302,654,76
10387:48539,53812,17,302,654,76,616,58,8,866
10388:17,302,654,616,58,8,84,76,542,650
10392:17,302,654,76,616,58,8,866,84,29
10408:840,2548,10541,5111,14793,197,5627,27070,8069,7160
10420:17,58,654,302,8,29,76,84,650,542
10427:32,2302,3039,4996,14071,7040,1086,17651,3383,45848
10439:84,29,8,76,650,354,518,138,542,564
10445:1276,1825,4697,219,4194,230,7048,2739,1446,3476
10454:17,124,616,70,1023,654,15,302,58,245
10471:17,302,654,58,616,8,518,29,354,101
10478:17,302,58,616,84,8,76,518,542,650
10479:30754,22182,11827,82309,68604,97646,78710,11404,64309,24794
10480:17,58,302,654,8,542,76,518,650,84
10488:302,654,616,58,84,8,29,518,76,1102
10502:58923,22678,82998,9919,54828,7113,60935,18951,33264,75062
10513:17,8,84,654,302,616,518,902,58,1102
10523:1744,710,4513,3618,3506,16036,13,6315,1256,371
10543:4444,3307,1352,11973,3246,1709,24715,6379,21137,4825
10554:17,302,654,76,616,58,8,866,84,29
10563:302,654,616,84,58,899,8,518,650,354
10564:302,654,58,616,84,8,29,354,650,518
10570:17,58,616,29,84,650,8,76,1102,542
10573:17,302,654,76,616,58,8,866,84,29
10580:247,3372,19871,17567,10492,3672,8321,3737,1495,5522
10636:302,654,616,84,29,8,76,354,650,1102
10655:17,654,302,84,58,616,29,8,1102,138
10691:17,542,616,15,364,61,58,654,103,518
10693:17,654,302,84,8,29,76,564,518,650
10698:17,302,654,58,29,8,650,84,861,518
10707:17,302,654,76,616,58,8,866,84,29
10710:58,616,8,76,650,518,70,542,564,289
10726:22655,69494,103120,56108,888,75513,219,61,23402,55872
10747:17,302,654,76,616,58,8,866,84,29
10758:17,302,616,58,654,8,518,542,76,84
10770:311,7622,2543,11855,12861,1011,17486,8772,4625,8867
10779:17,302,654,76,616,58,8,866,84,29
10794:616,302,17,654,58,861,650,8,84,542
10801:2414,238,500,358,2139,262,409,866,901,361
10807:17,1119,8,518,245,654,302,787,327,84
10820:4032,17,1410,5303,32433,19399,10021,26326,67446,19352
10842:17,302,654,76,616,58,8,866,84,29
10843:17,302,654,616,58,8,518,29,542,84
10844:358,238,190,866,262,901,704,2265,361,826
10845:9289,3672,7021,17567,1495,17185,25662,247,13667,26460
10854:51617,54897,78928,23368,16689,41850,66003,96144,56956,5319
10858:17,616,654,302,58,542,8,518,84,70
10871:17,302,58,654,616,29,8,542,650,32
10892:11268,409,42291,709,1039,2239,4156,358,6207,2292
10905:17,302,654,76,616,58,8,866,84,29
10908:17,518,84,302,616,654,58,1102,76,564
10913:22926,12869,79774,1352,1709,8519,3307,11235,4825,23306
10920:302,654,616,58,8,518,84,76,29,564
10955:17,302,84,654,70,354,1119,8,616,245
10956:302,654,84,616,58,518,1102,29,76,650
10968:616,17,654,302,58,542,564,8,518,861
10991:2139,358,866,361,409,901,999,190,3484,1164
10999:17,654,616,58,84,29,518,76,1102,542
11000:780,226,5767,731,3423,2241,140,1884,986,1749
11022:302,654,616,58,84,8,76,29,518,650
11034:17,654,58,29,84,8,76,518,564,1102
11037:311,1011,11855,17486,4625,8867,203,8772,3034,7926
11047:17,1359,6243,8,15,616,302,654,2200,518
11055:17,302,654,76,616,58,8,866,84,29
11099:17,654,302,616,58,542,29,8,650,15
11105:302,654,616,8,518,29,354,76,650,736
11110:2139,2008,358,361,500,813,1730,1164,1039,866
11118:27788,2904,43864,32331,14612,16029,19050,1077,95747,6475
11132:1205,1460,1326,481,719,2068,168,3789,1682,4453
11134:226,780,5767,731,986,140,2967,1884,3423,1749
11135:17,302,616,654,58,8,518,15,84,564
11149:302,654,58,616,8,518,354,650,76,138
11150:17316,1337,5319,4040,11590,14814,8772,7926,13341,2543
11193:49767,36541,1765,59746,87249,40477,6559,38653,48899,98
11211:40719,28996,8783,3043,10692,11269,4146,8496,2857,5357
11222:361,37196,2139,813,56578,8011,1009,11664,2265,385
11228:1744,4513,5122,1256,13,2917,16036,8928,1145,1760
11240:17,302,654,76,616,58,8,866,84,29
11259:17,302,654,76,616,58,8,866,84,29
11264:17,654,58,616,29,84,650,8,76,1102
11273:616,58,84,29,1102,650,76,138,101,15
11278:17,302,654,58,616,29,650,76,8,84
11279:2405,13926,58982,52989,113529,58031,25103,38687,75782,111621
11280:17,302,654,76,616,58,8,866,84,29
11287:302,654,616,58,8,1102,518,29,76,354
11332:168,31188,65242,23773,986,3484,100792,9752,43198,108417
11360:17,302,654,76,616,58,8,866,84,29
11363:866,358,238,2139,262,409,901,190,999,254
11378:1709,3307,1352,6379,4444,4825,6713,11235,7358,7422
11388:4267,43418,34115,51943,23839,654,616,25652,1239,861
11394:17,518,8,302,616,654,65,327,564,84
11404:17,616,302,654,58,76,8,84,518,542
11414:17,302,654,6,616,138,58,542,61,29
11418:984,8860,1400,5738,1528,1460,574,8733,7838,10267
11419:302,654,616,58,84,8,29,76,650,518
11426:236,17,654,12253,302,10075,14750,4203,3448,29
11427:226,1884,81,10003,2967,140,14841,986,42354,58632
11428:17,302,654,58,84,616,354,8,1102,29
11431:17,302,654,76,616,58,8,866,84,29
11437:719,168,1326,1460,4453,5738,1205,3789,5480,2337
11439:931,1276,4194,230,3476,4697,1825,7910,219,7048
11444:17,654,58,616,29,84,8,650,76,1102
11458:17800,616,518,861,483,3223,8,508,564,1102
11462:500,2139,238,262,999,361,409,826,2342,2194
11463:58,29,76,542,15,354,101,289,861,61
11484:17,616,302,654,58,542,518,15,8,61
11507:238,866,361,358,2139,409,262,500,190,901
11510:17,654,616,58,84,29,518,650,76,542
11511:2520,76547,116222,52469,108903,98937,5694,986,18210,13400
11525:302,17,654,58,616,84,650,8,354,518
11529:302,17,654,58,29,616,84,542,8,650
11535:302,654,616,58,84,8,29,76,518,354
11537:13083,866,3378,45191,88939,18705,75721,1342,22713,6607
11538:17,58,616,29,84,8,650,76,1102,542
11540:4600,19065,5145,48654,13894,44680,70369,116730,65482,106074
11552:302,654,58,84,616,8,29,76,1102,650
11554:3107,378,1589,1991,7006,3915,5450,3864,5254,1458
11558:1825,1276,219,5287,7048,4194,1446,230,7620,7910
11569:616,29,8,650,518,542,76,15,564,289
11584:17,302,654,8,76,84,650,564,29,542
11586:17,302,616,654,58,8,76,84,518,542
11603:17,616,302,654,58,29,8,84,542,650
11606:654,58,84,29,650,518,564,542,1102,354
11614:4719,2447,37507,398,9388,5598,14964,236,616,29
11616:17,302,654,616,58,29,8,542,518,84
11651:17,302,616,58,654,650,76,285,224,29
11657:17,84,20954,1058,518,43414,36785,8,8975,1102
11660:17,58,84,616,8,650,354,76,138,518
11670:17,302,654,650,182,58,616,76,1245,8
11676:780,226,5767,3137,140,731,2241,1749,7211,986
11685:17,302,654,616,58,650,76,564,8,518
11699:17,302,654,76,616,58,8,866,84,29
11700:302,654,616,58,84,8,29,76,1102,354
11716:302,654,84,58,616,8,29,1102,354,76
11719:378,7006,1589,2904,3915,1455,11535,3107,7843,6552
11723:17,654,616,542,302,58,8,84,564,518
11738:696,481,1684,1205,719,1682,1460,4453,3789,168
11749:81,226,3423,986,780,5767,1749,2241,8511,3137
11775:17,654,302,616,70,84,8,58,518,138
11781:17,654,616,58,84,8,29,518,542,564
11788:8860,719,5480,1326,168,1682,5738,399,9531,5488
11795:238,500,2139,262,999,409,358,826,901,1164
11799:17,302,654,76,616,58,8,866,84,29
11818:17,58,616,654,787,84,302,518,322,101
11825:168,719,3789,1326,297,5738,2068,4453,1460,352
11835:17,58,29,616,84,1102,650,8,76,354
11836:22777,2008,29987,60765,24196,17253,65948,9657,2660,23797
11838:168,1460,2068,719,1326,352,297,2153,3789,5738
11839:23676,10345,85617,1262,52411,10046,97455,394,12988,94970
11843:710,1744,3618,371,3506,13,1256,16036,1760,1145
11844:23356,51436,79048,36220,42373,224,2062,1456,58,120908
11847:4513,710,1145,1744,4421,8928,3618,3506,1256,5122
11851:17,302,654,76,616,58,8,866,84,29
11856:226,780,5767,2967,3137,731,1884,7211,3819,2241
11863:17,302,654,76,616,58,8,866,84,29
11864:17,302,654,76,616,58,8,866,84,29
11865:17,302,58,616,84,29,8,650,518,542
11883:35382,8364,11825,14797,13183,225,17,302,654,76
11884:168,8860,5480,1326,5738,719,1682,5488,1528,14754
11885:1744,710,4513,3506,6315,13,2917,1256,5122,16036
11892:347,7146,9043,26985,3847,19637,11887,1787,7011,4498
11893:238,866,190,361,358,409,999,262,2139,96
11896:669,12090,98,2328,6559,15207,17446,6191,9992,14600
11910:302,654,84,616,899,58,8,518,29,354
11913:17,302,654,58,616,84,70,354,29,76
11922:17,654,302,616,29,84,8,76,650,289
11928:17,302,616,654,58,224,8,650,84,76
11929:654,84,29,8,650,518,542,564,1102,736
11939:3509,25366,35177,18939,21406,9134,7046,8895,91343,13950
11956:654,616,84,29,8,76,650,518,542,1102
11962:238,262,2139,1730,361,826,500,10039,254,3288
11968:17,302,616,245,8,508,654,70,1382,65
11972:17,302,8,84,616,564,58,70,654,245
11979:866,500,254,2139,358,238,262,1200,2265,999
11983:17,654,58,616,84,8,650,76,1102,518
11988:302,654,616,58,84,8,29,76,518,542
11990:110421,122719,23393,79005,20452,3717,107724,12505,47717,18765
11996:17,302,654,76,616,58,8,866,84,29
11999:1744,710,3506,4513,2917,5122,13,1340,1256,4696
12008:17,616,654,58,302,542,15,518,8,61
12010:1744,710,4513,1145,3618,3093,3506,13,8928,2038
12011:17,616,302,58,654,650,8,542,76,564
12027:238,866,361,901,409,358,2139,262,500,999
12028:654,84,8,650,76,1102,518,542,138,6
12037:17,302,654,616,29,8,76,84,15,518
12047:1460,1326,1682,168,719,5738,352,297,4453,1205
12050:17,654,616,518,650,76,354,542,138,564
12067:4146,12093,6117,16658,28389,45287,4110,26437,24647,10302
12084:17,654,29,8,84,650,76,518,15,564
12094:168,984,463,1400,661,574,5480,8860,760,2153
12130:17,1196,518,616,8,289,363,61,508,182
12170:17,302,654,616,564,58,650,8,84,736
12199:790,650,10408,17,8,21813,27340,891,5303,908
12211:6901,10692,16658,8783,12093,8129,6117,2354,26437,26529
12213:5739,33950,826,60295,21486,40552,117817,11309,9240,54111
12232:17,654,302,29,8,84,542,76,650,518
12234:17,302,654,616,8,58,76,518,84,564
12235:17,302,58,616,29,84,1102,8,542,354
12237:20288,20564,108904,96,190,2829,2428,2266,10039,1538
12239:2139,500,262,826,409,238,866,20288,5726,358
12263:17,8,616,302,654,84,58,542,15,61
12268:16995,885,6545,31315,1546,154,19829,33572,14762,32623
12271:2139,361,358,238,866,262,2292,3484,1164,409
12272:17,616,654,542,302,58,8,518,15,76
12296:17,899,1119,84,245,302,518,8,654,616
12310:17,302,654,616,8,58,518,76,29,650
12327:238,866,361,358,190,901,262,2139,500,409
12328:17,899,302,84,654,616,354,1119,8,76
12356:17,302,616,654,8,508,518,58,84,70
12360:302,654,58,616,84,8,354,1102,76,650
12364:302,654,58,84,8,29,76,518,650,354
12373:14890,10305,23051,19795,11358,14524,5962,23622,57734,10787
12375:1790,8,542,2193,518,787,902,47601,1412,295
12376:2549,17448,1787,4146,8389,45123,36500,2069,14444,13437
12379:409,14892,238,361,2139,1164,925,866,358,254
12406:6545,154,14885,347,10595,4146,2312,16658,1787,3146
12416:302,654,84,616,58,518,1102,29,650,76
12428:17,302,654,76,616,58,8,866,84,29
12433:17,654,518,616,8,84,302,58,564,650
12443:17,616,8,302,518,654,58,542,32,245
12453:302,654,1102,8,616,58,354,29,518,76
12464:17,616,302,654,8,58,542,76,650,518
12467:219,3476,931,1446,7910,230,287,2739,5287,1825
12474:17,8,654,84,518,302,1102,616,354,58
12480:17,302,654,616,58,29,542,518,8,84
12496:15937,65938,16433,2744,22510,89721,23398,17,54513,52070
12498:17,302,654,76,616,58,8,866,84,29
12505:719,168,1682,5488,40609,8733,20615,2370,760,1326
12512:654,616,58,84,8,650,76,1102,518,542
12531:17,616,302,654,58,564,542,8,650,76
12532:5282,93074,17,302,654,76,616,58,8,866
12533:58,616,29,8,518,650,76,354,542,6
12534:4138,63314,678,29546,35882,33138,106285,20096,104055,110127
12536:17,302,58,616,84,518,29,1102,76,650
12540:17,654,58,616,29,84,8,1102,650,76
12541:17,302,654,616,76,84,138,58,354,29
12544:17,616,302,654,58,518,84,76,15,650
12549:254,358,2139,500,238,2265,1200,1832,262,7194
12552:17,542,518,616,8,654,15,58,564,84
12555:6545,13060,1787,15484,7146,3112,16208,21981,2600,12080
12556:17,1102,302,8,654,518,616,58,354,29
12559:302,654,84,616,58,8,29,354,1102,518
12562:88524,48208,72271,25114,32648,103235,82291,12637,9354,74725
12564:58,616,84,8,76,354,1102,518,542,15
12568:17,302,654,76,616,58,8,866,84,29
12573:17,616,58,654,302,15,650,542,29,8
12587:302,654,58,616,84,8,29,76,354,1102
12595:931,1276,219,4194,4697,1446,230,3476,7910,2739
12601:17,302,654,616,84,138,58,8,76,650
12604:302,84,29,518,76,650,1102,15,354,564
12616:11644,2447,398,17,24211,14964,236,616,4941,70
12622:17,654,616,302,29,8,84,542,518,650
12628:62866,122304,8471,4305,17,302,654,76,616,58
12630:17,616,654,58,302,8,15,542,61,518
12642:17,654,616,8,29,1102,518,76,650,289
12660:17,616,302,654,58,8,564,542,518,861
12662:59585,61,103,60833,18098,16496,17,56318,69816,1987
12663:17,302,616,654,58,76,8,650,564,84
12669:302,17,654,58,616,29,650,76,84,8
12676:1205,1460,2337,14147,1326,719,1147,168,11243,3643
12700:1744,710,4513,3618,16036,6315,13,8928,1340,1524
12701:17,84,616,302,654,58,1102,101,542,564
12723:710,1744,3618,6315,3506,13,4421,8928,16036,1256
12725:17,302,654,58,616,29,76,84,650,15
12739:24464,129,107987,105698,12329,19337,2153,88968,28894,2068
12753:17,302,654,616,58,650,8,29,84,564
12754:36233,7225,175,1147,696,19236,26488,4940,42088,5124
12761:2139,500,262,238,358,409,361,866,826,901
12766:81,226,2967,1749,140,3423,3819,780,1884,5767
12767:17,302,654,76,616,58,8,866,84,29
12773:931,1276,1825,4194,219,230,5287,4697,69111,7910
12779:661,10952,1460,8028,4873,56248,15537,41408,49598,13424
12780:17,616,302,654,8,58,542,76,650,518
12794:262,2139,500,238,409,358,361,999,866,190
12795:17,654,58,29,616,84,650,8,1102,76
12796:361,866,2139,6387,2848,500,358,5363,901,254
12799:290,46545,17,302,654,76,616,58,8,866
12804:931,1276,4697,4194,230,219,1446,287,2739,7910
12807:19206,11590,12294,7524,17316,14814,8772,6977,533,1337
12811:17,302,654,616,58,84,354,8,76,70
12836:17,616,654,58,302,542,15,8,861,518
12841:70277,1921,58745,741,8345,45609,89779,10981,5291,106824
12852:17,302,654,58,616,29,76,650,285,15
12860:654,616,58,29,76,650,138,542,736,289
12885:302,654,616,58,8,650,84,29,564,542
12892:302,654,616,58,84,76,8,29,518,542
12898:17,302,58,654,616,15,29,542,84,8
12902:3307,71132,15420,4444,7422,17316,12294,11590,2633,7524
12912:17,84,650,76,1102,15,564,354,101,6
12918:17,302,616,29,84,8,76,650,1102,542
12928:17,84,302,654,518,616,58,76,1102,354
12931:17,654,302,616,29,84,8,542,650,76
12934:780,3516,81,226,12471,3103,288,19377,550,26140
12939:1382,6435,616,1372,654,327,76,834,65,508
12956:238,358,190,999,901,3730,813,262,788,866
12967:17,654,302,616,58,61,542,245,15,29
12970:17,302,654,616,58,76,8,29,84,182
12985:1005,26180,654,3039,3001,787,44036,302,17,542
12986:719,1326,984,5480,5738,463,2318,1400,8860,1460
12991:17,654,302,616,76,564,508,650,8,58
12998:17,654,616,58,302,29,84,8,1550,322
13004:2139,358,238,500,866,262,361,826,409,901
13019:3484,2194,29960,35032,3717,53369,826,8008,6118,2008
13024:17,302,654,76,616,58,8,866,84,29
13025:285,117672,17,302,654,76,616,58,8,866
13039:533,10981,8772,17316,7926,311,4040,11538,14814,7622
13040:81,1749,140,7211,2967,2379,226,5355,3939,780
13050:17,302,654,76,616,58,8,866,84,29
13060:17,302,654,76,616,58,8,866,84,29
13062:8,2656,4300,939,9093,518,4613,50946,84,5010
13071:10041,1527,1712,6434,7831,8848,5624,4568,6266,1923
13080:40888,52642,60180,117102,1144,86137,121481,86987,1604,6490
13081:654,8,84,650,76,15,1102,101,6,289
13087:245,17,542,8,787,4268,564,616,1987,103
13092:302,58,616,84,29,8,76,650,518,354
13094:17,302,616,654,8,84,58,76,736,542
13106:1701,35355,33504,75252,22023,76170,69909,113296,23944,84700
13109:17,616,302,654,76,564,58,542,8,518
13110:719,168,1205,1460,1326,984,463,1682,481,1400
13116:347,9043,24467,7981,50749,11887,20836,3112,14237,8226
13152:17,654,58,84,616,8,76,650,1102,518
13153:901,866,358,361,238,999,2139,262,409,190
13177:17,302,616,654,58,8,76,84,650,29
13179:866,361,238,190,358,901,2139,500,262,409
13192:17,302,654,76,616,58,8,866,84,29
13195:17,616,302,8,650,654,542,58,518,76
13226:55388,83624,83388,46537,111734,17,302,654,76,616
13233:17,616,302,58,654,650,8,554,542,76
13259:14889,17,302,654,76,616,58,8,866,84
13264:302,654,58,616,84,8,29,76,1102,101
13269:17,302,654,76,616,58,8,866,84,29
13280:17,302,616,654,58,8,84,29,76,518
13285:6545,154,14885,14762,347,1787,2312,16658,81501,11223
13289:885,16995,31315,6901,1546,19829,23970,33572,6545,154
13295:302,654,8,84,76,518,29,542,650,15
13296:924,2547,31496,2123,3825,89308,101793,82536,75612,60539
13307:616,12128,402,508,1693,5746,3795,5495,518,454
13312:654,58,616,84,8,354,76,1102,650,518
13319:17,302,654,76,616,58,8,866,84,29
13325:1592,26722,669,51442,99452,17692,106675,104210,29214,71480
13335:17,302,58,654,8,76,84,29,542,518
13339:9289,7021,10492,17567,3672,45956,50306,104494,54142,1495
13353:17,302,616,654,58,76,8,518,15,70
13367:168,984,463,661,1326,2318,8860,1400,760,5480
13375:17,302,654,76,616,58,8,866,84,29
13377:6901,154,10692,3105,1176,9043,347,14885,12093,8783
13380:32752,15089,17,302,654,76,616,58,8,866
13387:87381,51224,621,82297,57719,107178,35286,805,2194,52805
13392:66642,75019,32836,94778,23964,46542,42128,23508,34551,55118
13414:302,654,616,58,84,8,29,518,76,564
13425:17985,1348,34651,1780,1890,35217,1127,68014,273,3144
13432:17,616,787,654,518,302,58,8,84,542
13434:302,654,616,58,84,8,29,76,518,354
13435:361,866,2139,262,238,254,358,500,999,826
13436:6379,92468,4825,6674,42661,4640,24431,29952,30458,26373
13444:17,302,616,654,8,58,84,518,76,138
13445:17,302,654,58,8,84,650,518,29,542
13447:5477,11404,22182,17,302,654,76,616,58,8
13459:6545,1787,14885,9043,154,4425,1546,3847,7037,14444
13464:168,719,984,1326,1400,463,574,1528,661,760
13466:17,616,654,302,70,58,8,84,518,76
13467:17,302,616,8,654,84,76,58,542,508
13469:654,58,616,84,8,76,1102,650,354,518
13470:18920,6951,1997,1337,5319,33228,13247,35817,17835,62558
13504:302,58,616,84,29,8,76,354,1102,518
13506:302,17,654,58,616,84,650,285,354,8
13511:302,654,616,84,58,8,29,518,76,650
13525:19467,28825,96855,27696,74067,59555,3410,73314,60363,5074
13526:1326,168,1460,719,5738,984,14754,661,3789,5480
13530:780,226,5767,3137,3423,986,731,2967,140,1884
13533:17,302,654,616,8,29,84,518,650,542
13534:42665,32975,13516,17,302,654,76,616,58,8
13535:157,3196,10541,27070,14793,5627,465,15772,26925,4626
13564:17,616,302,8,654,650,542,76,518,58
13568:9497,1526,4600,16715,27809,44680,10530,73826,13416,15457
13584:17,616,654,302,58,15,518,8,61,564
13590:17,302,654,76,616,58,8,866,84,29
13596:238,866,361,999,190,901,409,500,2139,358
13602:17,302,654,58,8,542,518,84,650,29
13607:17,138,70,302,654,354,84,58,29,616
13613:17,654,302,616,29,84,650,8,76,289
13618:17,302,654,76,616,58,8,866,84,29
13632:2946,931,3578,219,1446,2021,30916,13917,4320,39138
13633:58,17,616,302,654,101,289,8,542,2469
